Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Year_as_date
007: Quantum Of Solace,DS,Activision,Vicarious Visions,6.3,,0.13,2008,Action,0.11,0.01,0.0,0.01,0.14,2008-01-01
7Th Dragon 2020-Ii,PSP,Sega,imageepoch Inc.,6.139999999999999,,0.13,2013,Role-Playing,0.0,0.0,0.13,0.0,0.13,2013-01-01
Nba Jam 2000,N64,Acclaim Entertainment,Acclaim Entertainment,7.099999999999999,,0.13,1999,Sports,0.12,0.01,0.0,0.0,0.13,1999-01-01
Sin And Punishment,N64,Nintendo,"Treasure Co., Ltd.",8.259999999999998,,0.13,2000,Shooter,0.0,0.0,0.13,0.0,0.13,2000-01-01
Shrek Super Party,XB,Tdk Mediactive,Mass Media,3.0,,0.13,2002,Misc,0.1,0.03,0.0,0.0,0.13,2002-01-01
Sonic Riders,XB,Sega,Sonic Team,6.2,,0.13,2006,Racing,0.1,0.03,0.0,0.0,0.13,2006-01-01
Rally Fusion: Race Of Champions,PS2,Activision,Climax Group,8.0,,0.13,2002,Racing,0.06,0.05,0.0,0.02,0.13,2002-01-01
Lovely Lisa And Friends,DS,Tomy Corporation,Tomy,5.32,,0.13,2010,Simulation,0.12,0.0,0.0,0.01,0.13,2010-01-01
All Star Cheer Squad 2,WII,Thq,Gorilla Games,6.999999999999999,,0.13,2009,Sports,0.12,0.0,0.0,0.01,0.13,2009-01-01
Cabela'S Alaskan Adventure,X360,Activision,Activision,5.640000000000001,,0.13,2006,Sports,0.12,0.0,0.0,0.01,0.13,2006-01-01
Rollercoaster Tycoon,XB,Atari,Atari,5.5,,0.13,2003,Strategy,0.1,0.03,0.0,0.0,0.13,2003-01-01
Hitman 2: Silent Assassin,GC,Eidos Interactive,IO Interactive,8.3,,0.13,2003,Action,0.1,0.03,0.0,0.0,0.13,2003-01-01
Puyo Puyo!! 20Th Anniversary,3DS,Sega,Sonic Team,7.099999999999999,,0.13,2011,Puzzle,0.0,0.0,0.13,0.0,0.13,2011-01-01
"Crouching Tiger, Hidden Dragon",PS2,Ubisoft,Light Weight,4.8,,0.13,2003,Action,0.06,0.05,0.0,0.02,0.13,2003-01-01
Family Fortunes,WII,Mindscape,Mindscape,7.879999999999999,,0.13,2009,Misc,0.0,0.12,0.0,0.01,0.13,2009-01-01
Momotaro Douchuuki,SAT,Hudson Soft,SIMS,7.319999999999999,,0.13,1997,Misc,0.0,0.0,0.13,0.0,0.13,1997-01-01
Watch Dogs,WIIU,Ubisoft,Ubisoft Montreal,6.2,6.5,0.13,2014,Action,0.08,0.05,0.0,0.01,0.14,2014-01-01
Whiplash,PS2,Eidos Interactive,Crystal Dynamics,6.999999999999999,,0.13,2003,Racing,0.06,0.05,0.0,0.02,0.13,2003-01-01
Steel Battalion: Heavy Armor,X360,Capcom,From Software,3.0,,0.13,2012,Misc,0.08,0.03,0.02,0.01,0.13,2012-01-01
Star Wars: Lethal Alliance,PSP,Ubisoft,Ubisoft Montreal,6.3,,0.13,2006,Action,0.11,0.01,0.0,0.01,0.13,2006-01-01
Puppies 3D,3DS,Ubisoft,Ubisoft,3.92,,0.13,2011,Misc,0.08,0.04,0.0,0.01,0.13,2011-01-01
Destroy All Humans! Path Of The Furon,X360,Thq,Sandblast Games,4.1,,0.13,2008,Action,0.08,0.04,0.0,0.01,0.13,2008-01-01
Margot'S Word Brain,WII,Zoo Digital Publishing,Slam Games,5.000000000000001,,0.13,2008,Puzzle,0.12,0.0,0.0,0.01,0.13,2008-01-01
Army Men: Soldiers Of Misfortune,WII,Zoo Games,"Big Blue Bubble, Inc.",2.5000000000000004,,0.13,2008,Shooter,0.12,0.0,0.0,0.01,0.13,2008-01-01
Spider-Man: Battle For New York,DS,Activision,Torus Games,5.640000000000001,,0.13,2006,Platform,0.12,0.0,0.0,0.01,0.13,2006-01-01
Alter Echo,PS2,Thq,Outrage Games,6.8,,0.13,2003,Shooter,0.06,0.05,0.0,0.02,0.13,2003-01-01
Deepak Chopra'S Leela,X360,Thq,Curious Pictures,4.84,,0.13,2011,Misc,0.07,0.05,0.0,0.01,0.13,2011-01-01
Deception Iv: Blood Ties,PS3,Tecmo Koei,Tecmo Koei Games,7.660000000000001,,0.13,2014,Action,0.02,0.02,0.06,0.01,0.12,2014-01-01
Dreamworks Super Star Kartz,DS,Activision,Activision,4.580000000000001,,0.13,2011,Racing,0.09,0.03,0.0,0.01,0.13,2011-01-01
Puzzle De Harvest Moon,DS,Natsume,Platinum Egg,6.26,,0.13,2007,Puzzle,0.12,0.0,0.0,0.01,0.13,2007-01-01
Metal Max 3,DS,Enterbrain,Crea-Tech,7.22,,0.13,2010,Role-Playing,0.0,0.0,0.13,0.0,0.13,2010-01-01
Rock Band Track Pack Volume 1,PS2,Mtv Games,Harmonix Music Systems,6.26,,0.13,2008,Misc,0.06,0.05,0.0,0.02,0.13,2008-01-01
Fat Princess: Fistful Of Cake,PSP,Sony Computer Entertainment,SuperVillain Studios,6.999999999999999,,0.13,2010,Action,0.08,0.02,0.0,0.02,0.12,2010-01-01
Wipeout 3 The Game,WIIU,Activision,Behaviour Interactive,6.280000000000001,,0.13,2012,Action,0.12,0.0,0.0,0.01,0.13,2012-01-01
Nba 08,PS2,Sony Computer Entertainment,SCE San Diego Studio,6.320000000000001,,0.13,2007,Sports,0.06,0.05,0.0,0.02,0.13,2007-01-01
Rock Band Track Pack Volume 2,PS3,Mtv Games,Harmonix Music Systems,5.74,,0.13,2008,Misc,0.11,0.0,0.0,0.01,0.13,2008-01-01
Monster Hunter Frontier Online,X360,Capcom,Capcom,7.22,,0.13,2010,Role-Playing,0.0,0.0,0.13,0.0,0.13,2010-01-01
Tom Clancy'S Splinter Cell: Double Agent,WII,Ubisoft,Ubisoft Montreal,6.039999999999999,,0.13,2006,Action,0.1,0.01,0.0,0.01,0.13,2006-01-01
Jissen Pachi-Slot Hisshouhou! Aladdin Ii Evolution,PS2,Sega,Sammy Studios,6.66,,0.13,2005,Misc,0.0,0.0,0.13,0.0,0.13,2005-01-01
Ty The Tasmanian Tiger 2: Bush Rescue,GBA,Electronic Arts,Krome Studios,5.6000000000000005,,0.13,2004,Platform,0.09,0.03,0.0,0.0,0.13,2004-01-01
Backyard Baseball,GC,Infogrames,Humongous Entertainment,7.62,,0.13,2003,Sports,0.1,0.03,0.0,0.0,0.13,2003-01-01
Top Shot Arcade,WII,Activision,Activision,6.22,,0.13,2011,Shooter,0.13,0.0,0.0,0.01,0.14,2011-01-01
Sega Gt,DC,Sega,TOSE Software,7.800000000000001,,0.13,2000,Racing,0.0,0.0,0.13,0.0,0.13,2000-01-01
Sbk 2011: Fim Superbike World Championship,PS3,Black Bean Games,Milestone S.r.l,7.819999999999999,,0.13,2011,Racing,0.01,0.1,0.0,0.03,0.14,2011-01-01
Legends Of Wrestling,GC,Acclaim Entertainment,Acclaim?ÿStudios?ÿSalt?ÿLake?ÿCity,5.4,,0.13,2002,Fighting,0.1,0.03,0.0,0.0,0.13,2002-01-01
All-Star Baseball 2004,XB,Acclaim Entertainment,Acclaim Entertainment,8.0,,0.13,2003,Sports,0.1,0.03,0.0,0.0,0.13,2003-01-01
Soccer Tsuku: Pro Soccer Club O Tsukurou!,PS3,Sega,Sega,6.139999999999999,,0.13,2013,Sports,0.0,0.0,0.13,0.0,0.13,2013-01-01
Portal Runner,PS2,3Do,3DO,6.7,,0.13,2001,Platform,0.06,0.05,0.0,0.02,0.13,2001-01-01
The X-Factor,PS3,Deep Silver,Deep Silver,6.879999999999999,,0.13,2010,Misc,0.0,0.1,0.0,0.03,0.14,2010-01-01
Disney'S Winnie The Pooh'S Rumbly Tumbly Adventure,PS2,Ubisoft,Phoenix Games Studio,6.8999999999999995,,0.13,2005,Platform,0.06,0.05,0.0,0.02,0.13,2005-01-01
Sengoku Basara 3 Utage,WII,Capcom,Capcom,7.099999999999999,,0.13,2011,Action,0.0,0.0,0.13,0.0,0.13,2011-01-01
Spartan: Total Warrior,XB,Sega,The Creative Assembly,6.999999999999999,,0.13,2005,Action,0.1,0.03,0.0,0.0,0.13,2005-01-01
City Crisis,PS2,Take-Two Interactive,Syscom Entertainment,4.8,,0.13,2001,Simulation,0.06,0.05,0.0,0.02,0.13,2001-01-01
Zapper: One Wicked Cricket!,GC,Infogrames,Blitz Games,6.6000000000000005,,0.13,2002,Platform,0.1,0.03,0.0,0.0,0.13,2002-01-01
Star Wars: Clone Wars,XB,Lucasarts,Pandemic Studios,7.62,,0.13,2003,Shooter,0.1,0.03,0.0,0.0,0.13,2003-01-01
High Rollers Casino,XB,Mud Duck Productions,Bethesda Softworks,1.0,,0.13,2004,Misc,0.1,0.03,0.0,0.0,0.13,2004-01-01
Derby Stallion Advance,GBA,Enterbrain,ParityBit,6.76,,0.13,2002,Sports,0.0,0.0,0.12,0.0,0.13,2002-01-01
Monopoly Party,GC,Infogrames,Runecraft,7.300000000000001,,0.13,2002,Misc,0.1,0.03,0.0,0.0,0.13,2002-01-01
Snood,GBA,"Destination Software, Inc",Rebellion Developments,6.500000000000001,,0.13,2001,Puzzle,0.09,0.03,0.0,0.0,0.13,2001-01-01
Toca Race Driver 2: Ultimate Racing Simulator,XB,Codemasters,Codemasters,5.6000000000000005,,0.13,2004,Racing,0.09,0.03,0.0,0.0,0.13,2004-01-01
Chessmaster: The Art Of Learning,PSP,Ubisoft,Unknown,6.6000000000000005,,0.13,2008,Misc,0.11,0.0,0.0,0.01,0.12,2008-01-01
Monster Jam: Urban Assault,PS2,Activision,Torus Games,5.5,,0.13,2008,Racing,0.06,0.05,0.0,0.02,0.13,2008-01-01
Dt Racer,PS2,Xs Games,Axis Entertainment,3.2,,0.13,2005,Racing,0.06,0.05,0.0,0.02,0.13,2005-01-01
Little Battlers Experience: Wars,3DS,Level 5,Level 5,6.139999999999999,,0.13,2013,Strategy,0.0,0.0,0.13,0.0,0.13,2013-01-01
Black Dawn,PS,Virgin Interactive,Black Ops Entertainment,7.5,,0.13,1996,Simulation,0.07,0.05,0.0,0.01,0.13,1996-01-01
428: Fuusa Sareta Shibuya De,WII,Sega,ChunSoft,7.379999999999999,,0.13,2008,Adventure,0.0,0.0,0.13,0.0,0.13,2008-01-01
Kelly Slater'S Pro Surfer,GBA,Activision,HotGen Studios,8.0,,0.13,2002,Sports,0.09,0.03,0.0,0.0,0.13,2002-01-01
Warriors Of Might And Magic,PS,3Do,3DO,5.000000000000001,,0.13,2001,Adventure,0.07,0.05,0.0,0.01,0.13,2001-01-01
Drome Racers,PS2,Electronic Arts,Attention To Detail,6.2,,0.13,2002,Racing,0.06,0.05,0.0,0.02,0.13,2002-01-01
Tom Clancy'S Splinter Cell: Blacklist,WIIU,Ubisoft,Ubisoft Shanghai,9.2,,0.13,2013,Action,0.05,0.07,0.0,0.01,0.12,2013-01-01
X-Men: Next Dimension,GC,Activision,EXAKT Entertainment,6.999999999999999,,0.13,2002,Fighting,0.1,0.03,0.0,0.0,0.13,2002-01-01
Thor: God Of Thunder,DS,Sega,WayForward Technologies,6.400000000000001,,0.13,2011,Action,0.09,0.03,0.0,0.01,0.13,2011-01-01
Everybody Dance,PS3,Sony Computer Entertainment,SCEE London Studio,6.500000000000001,,0.13,2011,Misc,0.11,0.0,0.0,0.01,0.12,2011-01-01
Doukyuusei 2,SAT,Nec Interchannel,Elf,7.319999999999999,,0.13,1997,Role-Playing,0.0,0.0,0.13,0.0,0.13,1997-01-01
Hour Of Victory,X360,Midway Games,Nfusion,5.7,,0.13,2007,Shooter,0.1,0.01,0.0,0.01,0.13,2007-01-01
Burnout,XB,Acclaim Entertainment,Criterion Games,7.6,,0.13,2002,Racing,0.09,0.03,0.0,0.0,0.13,2002-01-01
Deepak Chopra'S Leela,WII,Thq,Curious Pictures,5.24,,0.13,2011,Misc,0.11,0.01,0.0,0.01,0.14,2011-01-01
Jurassic: The Hunted,X360,Activision,Activision,6.500000000000001,,0.13,2009,Shooter,0.12,0.0,0.0,0.01,0.13,2009-01-01
Indianapolis 500 Legends,WII,Destineer,Torus Games,5.8,,0.13,2007,Racing,0.12,0.0,0.0,0.01,0.13,2007-01-01
Dj Max Fever,PSP,Pm Studios,Pentavision Entertainment,7.700000000000001,,0.13,2009,Misc,0.09,0.0,0.0,0.01,0.1,2009-01-01
Shimano Xtreme Fishing,WII,Mastiff,eV Interactive,5.619999999999999,,0.13,2009,Sports,0.12,0.0,0.0,0.01,0.13,2009-01-01
Brothers In Arms: Double Time,WII,Ubisoft,Gearbox Software,4.6,,0.13,2008,Shooter,0.11,0.0,0.0,0.01,0.13,2008-01-01
Nba Ballers: Phenom,XB,Midway Games,Midway,7.9,,0.13,2006,Sports,0.09,0.03,0.0,0.0,0.13,2006-01-01
Freedom Fighters,GC,Electronic Arts,IO Interactive,8.8,,0.13,2003,Shooter,0.1,0.03,0.0,0.0,0.13,2003-01-01
My Fitness Coach: Club,PS3,Ubisoft,Ubisoft,7.58,,0.13,2011,Sports,0.0,0.1,0.0,0.04,0.14,2011-01-01
Mega Man X Collection,GC,Capcom,Capcom,7.5,,0.13,2006,Misc,0.1,0.03,0.0,0.0,0.13,2006-01-01
Last Ranker,PSP,Capcom,imageepoch Inc.,7.22,,0.13,2010,Role-Playing,0.0,0.0,0.13,0.0,0.13,2010-01-01
Quantum Redshift,XB,Microsoft Game Studios,Curly Monsters,6.2,,0.13,2002,Racing,0.09,0.03,0.0,0.0,0.13,2002-01-01
Adventure Time: Finn & Jake Investigations,X360,Little Orbit,Vicious Cycle,6.499999999999999,,0.13,2015,Action,0.02,0.06,0.0,0.01,0.09,2015-01-01
Teenage Mutant Ninja Turtles: Arcade Attack,DS,Ubisoft,Ubisoft,4.3,,0.13,2009,Action,0.12,0.0,0.0,0.01,0.13,2009-01-01
Legends Of Wrestling Ii,XB,Acclaim Entertainment,Acclaim?ÿStudios?ÿSalt?ÿLake?ÿCity,6.8,,0.13,2002,Fighting,0.09,0.03,0.0,0.0,0.13,2002-01-01
Armed And Dangerous,XB,Lucasarts,Planet Moon Studios,7.699999999999999,,0.13,2003,Shooter,0.09,0.03,0.0,0.0,0.13,2003-01-01
Avatar: The Last Airbender - Into The Inferno,DS,Thq,Halfbrick Studios,6.16,,0.13,2008,Adventure,0.11,0.01,0.0,0.01,0.13,2008-01-01
Pripara Mezase! Idol Grand Prix No.1!,3DS,Takara Tomy,Takara Tomy,7.04,,0.13,2015,Misc,0.0,0.0,0.11,0.0,0.11,2015-01-01
Need For Speed: Prostreet,DS,Electronic Arts,EA Black Box,5.34,,0.13,2007,Racing,0.11,0.01,0.0,0.01,0.13,2007-01-01
Don Bradman Cricket 14,PS4,Tru Blu Entertainment,Big Ant Studios,7.559999999999999,,0.13,2015,Sports,0.01,0.09,0.0,0.02,0.12,2015-01-01
Diner Dash: Sizzle & Serve,PSP,Eidos Interactive,Game Lab / Play First,5.900000000000001,,0.12,2007,Puzzle,0.11,0.0,0.0,0.01,0.12,2007-01-01
Monster Truck Madness,GBA,Thq,Tantalus Interactive,7.5,,0.12,2003,Racing,0.09,0.03,0.0,0.0,0.12,2003-01-01
Mysims Skyheroes,PS3,Electronic Arts,The Sims Studio,6.999999999999999,,0.12,2010,Action,0.08,0.02,0.0,0.01,0.11,2010-01-01
Puella Magi Madoka Magica Portable,PSP,Namco Bandai Games,Banpresto,6.66,,0.12,2012,Role-Playing,0.0,0.0,0.12,0.0,0.12,2012-01-01
Sonic Jam,SAT,Sega,Sonic Team,7.319999999999999,,0.12,1997,Platform,0.0,0.0,0.12,0.0,0.12,1997-01-01
Peter Jacobsen'S Golden Tee Golf,PS,Infogrames,Incredible Technologies,5.7,,0.12,2000,Sports,0.07,0.05,0.0,0.01,0.12,2000-01-01
Sword Art Online: Hollow Fragment,PS4,Namco Bandai Games,Namco Bandai Games,7.559999999999999,,0.12,2015,Role-Playing,0.0,0.1,0.0,0.02,0.12,2015-01-01
Disney'S Atlantis: The Lost Empire,GBA,Thq,3d6 Games,6.000000000000001,,0.12,2001,Platform,0.09,0.03,0.0,0.0,0.12,2001-01-01
Score International Baja 1000: The Official Game,X360,Activision,Left Field Productions,6.24,,0.12,2008,Racing,0.11,0.01,0.0,0.01,0.12,2008-01-01
Nippon Daihyou Team No Kantoku Ni Narou! Sekaihatsu Soccer Rpg,SAT,Sega,Enix,6.039999999999999,,0.12,1998,Sports,0.0,0.0,0.12,0.0,0.12,1998-01-01
Zero Escape: Zero Time Dilemma,3DS,Aksys Games,Chime,7.700000000000001,8.2,0.12,2016,Adventure,0.04,0.0,0.01,0.01,0.06,2016-01-01
Capcom Vs. Snk 2: Millionaire Fighting 2001,DC,Capcom,Capcom,8.34,,0.12,2001,Fighting,0.0,0.0,0.12,0.0,0.12,2001-01-01
Assassin'S Creed Chronicles,PSV,Ubisoft,Climax Studios,6.499999999999999,,0.12,2016,Action,0.02,0.06,0.01,0.02,0.12,2016-01-01
Mega Man X: Command Mission,GC,Capcom,Capcom,7.200000000000001,,0.12,2004,Role-Playing,0.1,0.02,0.0,0.0,0.12,2004-01-01
Pixeljunk Monsters Deluxe,PSP,Sony Computer Entertainment,Q-Games,8.7,,0.12,2010,Strategy,0.11,0.0,0.0,0.01,0.12,2010-01-01
Clock Tower: The First Fear,PS,Human Entertainment,Human Entertainment,7.319999999999999,,0.12,1997,Adventure,0.0,0.0,0.12,0.01,0.12,1997-01-01
Samurai Warriors 4-Ii,PS3,Tecmo Koei,Omega Force,7.04,,0.12,2015,Action,0.0,0.0,0.11,0.0,0.11,2015-01-01
Singstar Vol. 3,PS3,Sony Computer Entertainment,SCEE London Studio,6.959999999999999,,0.12,2008,Misc,0.0,0.11,0.0,0.03,0.14,2008-01-01
Ochaken No Heya Ds,DS,Mto,MTO,7.660000000000001,,0.12,2006,Simulation,0.0,0.0,0.12,0.0,0.12,2006-01-01
Fire Prowrestling S: 6Men Scramble,SAT,Human Entertainment,Human Entertainment,5.3999999999999995,,0.12,1996,Fighting,0.0,0.0,0.12,0.0,0.12,1996-01-01
Galidor: Defenders Of The Outer Dimension,GBA,Electronic Arts,Tiertex Design Studios,5.900000000000001,,0.12,2002,Action,0.09,0.03,0.0,0.0,0.12,2002-01-01
Are You Smarter Than A 5Th Grader? Game Time,X360,Thq,THQ,4.0,,0.12,2009,Puzzle,0.12,0.0,0.0,0.01,0.12,2009-01-01
Batman: A Telltale Game Series,PS3,Telltale Games,Telltale Games,5.74,,0.12,2016,Adventure,0.0,0.01,0.0,0.0,0.01,2016-01-01
Pryzm Chapter One: The Dark Unicorn,PS2,Tdk Mediactive,Digital Illusions,6.3,,0.12,2002,Adventure,0.06,0.05,0.0,0.02,0.12,2002-01-01
One Piece: Super Grand Battle! X,3DS,Namco Bandai Games,Namco Bandai Games,7.48,,0.12,2014,Fighting,0.0,0.0,0.12,0.0,0.12,2014-01-01
Zenses: Rainforest,DS,Game Factory,Shin'en,6.2,,0.12,2008,Puzzle,0.1,0.01,0.0,0.01,0.12,2008-01-01
Zen-Nippon Pro Wrestling: Ouja No Kon,PS,Human Entertainment,Human Club,7.86,,0.12,1999,Fighting,0.0,0.0,0.12,0.01,0.12,1999-01-01
Jikkyou Powerful Pro Yakyuu 2014,PSV,Konami Digital Entertainment,Konami Digital Entertainment,7.48,,0.12,2014,Sports,0.0,0.0,0.12,0.0,0.12,2014-01-01
Guilty Gear X,PS2,Sammy Corporation,Arc System Works,8.8,,0.12,2001,Fighting,0.06,0.05,0.0,0.02,0.12,2001-01-01
Neopets Petpet Adventures: The Wand Of Wishing,PSP,Sony Computer Entertainment,Sony Computer Entertainment America,5.4799999999999995,,0.12,2006,Adventure,0.11,0.0,0.0,0.01,0.12,2006-01-01
Mobile Suit Gundam Side Story: Missing Link,PS3,Namco Bandai Games,B.B. Studio,7.48,,0.12,2014,Action,0.0,0.0,0.12,0.0,0.12,2014-01-01
One Piece: Pirate Warriors 2,PSV,Namco Bandai Games,Omega Force,6.139999999999999,,0.12,2013,Action,0.0,0.0,0.12,0.0,0.12,2013-01-01
Reader Rabbit Kindergarten,WII,Graffiti,Graffiti Entertainment,5.34,,0.12,2010,Misc,0.12,0.0,0.0,0.01,0.13,2010-01-01
Disney Sing It: Party Hits,PS3,Disney Interactive Studios,Zoe Mode,5.84,,0.12,2010,Misc,0.1,0.01,0.0,0.01,0.12,2010-01-01
Disney'S Pk: Out Of The Shadows,PS2,Ubisoft,Ubisoft,5.960000000000001,,0.12,2002,Platform,0.06,0.05,0.0,0.02,0.12,2002-01-01
Teenage Mutant Ninja Turtles: Mutants In Manhattan,PS4,Activision,PlatinumGames,4.4,5.5,0.12,2016,Action,0.04,0.02,0.0,0.01,0.07,2016-01-01
Ncis,PS3,Ubisoft,Ubisoft,4.819999999999999,,0.12,2011,Adventure,0.07,0.04,0.0,0.02,0.13,2011-01-01
Magic: The Gathering - Battlemage,PS,Acclaim Entertainment,Realtime Associates,6.859999999999999,,0.12,1997,Strategy,0.07,0.05,0.0,0.01,0.12,1997-01-01
Backyard Baseball '09,DS,Atari,Humongous Entertainment,6.000000000000001,,0.12,2008,Sports,0.12,0.0,0.0,0.01,0.13,2008-01-01
Ice Age: Dawn Of The Dinosaurs,X360,Activision,Eurocom Entertainment Software,6.7,,0.12,2009,Action,0.09,0.03,0.0,0.01,0.13,2009-01-01
Star Trek: Conquest,WII,Bethesda Softworks,Bethesda Softworks,6.8,,0.12,2007,Strategy,0.11,0.01,0.0,0.01,0.12,2007-01-01
Tom Clancy'S Ghost Recon,WII,Ubisoft,Ubisoft Paris,5.66,,0.12,2010,Shooter,0.11,0.01,0.0,0.01,0.14,2010-01-01
The King Of Fighters '94,NG,Snk,SNK Corporation,6.339999999999998,,0.12,1994,Fighting,0.0,0.0,0.12,0.0,0.12,1994-01-01
Taiko Drum Master: Tokumori!,WIIU,Namco Bandai Games,Namco Bandai Games,7.48,,0.12,2014,Misc,0.0,0.0,0.11,0.0,0.11,2014-01-01
Major League Baseball 2K8 Fantasy All-Stars,DS,Take-Two Interactive,Deep Fried Entertainment,5.5,,0.12,2008,Sports,0.11,0.0,0.0,0.01,0.12,2008-01-01
Lemony Snicket'S A Series Of Unfortunate Events,XB,Activision,Adrenium Games,7.099999999999999,,0.12,2004,Platform,0.09,0.03,0.0,0.0,0.12,2004-01-01
The Ant Bully,GC,Midway Games,Artificial Mind and Movement,5.5,,0.12,2006,Platform,0.09,0.02,0.0,0.0,0.12,2006-01-01
Blackwater,X360,505 Games,505 Games,2.5000000000000004,,0.12,2011,Shooter,0.09,0.02,0.0,0.01,0.12,2011-01-01
Eyeshield 21: Max Devil Power,DS,Nintendo,Eighting,7.660000000000001,,0.12,2006,Role-Playing,0.0,0.0,0.12,0.0,0.12,2006-01-01
Summon Night 3,PSP,Namco Bandai Games,Felistella,6.66,,0.12,2012,Role-Playing,0.0,0.0,0.12,0.0,0.12,2012-01-01
The Voice,WIIU,Activision,Zoe Mode,6.24,,0.12,2014,Action,0.08,0.0,0.0,0.01,0.09,2014-01-01
Red Faction Ii,XB,Thq,Outrage Games,7.9,,0.12,2003,Shooter,0.09,0.03,0.0,0.0,0.12,2003-01-01
Daikaijyuu Monogatari Ii,SNES,Hudson Soft,Birthday,5.3999999999999995,,0.12,1996,Role-Playing,0.0,0.0,0.12,0.0,0.12,1996-01-01
Rock Band Track Pack Volume 2,PS2,Mtv Games,Harmonix Music Systems,6.26,,0.12,2008,Misc,0.06,0.05,0.0,0.02,0.12,2008-01-01
Ninja Reflex,WII,Electronic Arts,Sanzaru Games,6.000000000000001,,0.12,2008,Action,0.11,0.01,0.0,0.01,0.12,2008-01-01
Voodoo Vince,XB,Microsoft Game Studios,Beep Industries,7.6,,0.12,2003,Platform,0.09,0.03,0.0,0.0,0.12,2003-01-01
Spongebob'S Surf & Skate Roadtrip,DS,Thq,THQ,5.24,,0.12,2011,Action,0.11,0.02,0.0,0.01,0.13,2011-01-01
Ea Replay,PSP,Electronic Arts,Unknown,5.000000000000001,,0.12,2006,Action,0.09,0.0,0.0,0.01,0.11,2006-01-01
Megamind: Ultimate Showdown,X360,Thq,THQ Australia Studios Pty Ltd.,5.3599999999999985,,0.12,2010,Action,0.07,0.04,0.0,0.01,0.12,2010-01-01
Virtua Fighter Cg Portrait Series Vol.4: Pai Chan,SAT,Sega,Sega-AM2,6.339999999999998,,0.12,1995,Misc,0.0,0.0,0.12,0.0,0.12,1995-01-01
Chase: Hollywood Stunt Driver,XB,Bam! Entertainment,I-Imagine,4.900000000000001,,0.12,2002,Racing,0.09,0.03,0.0,0.0,0.12,2002-01-01
The Smurfs 2,X360,Ubisoft,Way Forward,8.360000000000001,,0.12,2013,Platform,0.03,0.09,0.0,0.01,0.13,2013-01-01
Marvel Avengers: Battle For Earth,WIIU,Ubisoft,Ubisoft Quebec,5.000000000000001,5.0,0.12,2012,Action,0.07,0.04,0.0,0.01,0.12,2012-01-01
Conduit 2,WII,Sega,High Voltage Software,6.3,,0.12,2011,Shooter,0.07,0.04,0.0,0.01,0.13,2011-01-01
Medarot Ds: Kabuto / Kuwagata Ver.,DS,Rocket Company,Rocket Company,7.22,,0.12,2010,Role-Playing,0.0,0.0,0.12,0.0,0.12,2010-01-01
Love Live! School Idol Paradise,PSV,Kadokawa Games,Dingo Inc.,7.48,,0.12,2014,Misc,0.0,0.0,0.12,0.0,0.12,2014-01-01
Cel Damage,XB,Electronic Arts,Pseudo Interactive,5.7,,0.12,2001,Racing,0.09,0.03,0.0,0.0,0.12,2001-01-01
Shrek: Forever After,X360,Activision,XPEC Entertainment Inc.,6.62,,0.12,2010,Platform,0.09,0.0,0.0,0.01,0.1,2010-01-01
Overlord: Raising Hell,PS3,Codemasters,4J Studios,6.000000000000001,,0.12,2008,Action,0.07,0.04,0.0,0.02,0.13,2008-01-01
Deadliest Catch: Sea Of Chaos,WII,Crave Entertainment,Double Tap,5.820000000000001,,0.12,2010,Sports,0.12,0.0,0.0,0.01,0.12,2010-01-01
The God Of War Trilogy,PS3,Sony Computer Entertainment,SCEA Santa Monica Studio,5.8999999999999995,,0.12,2010,Action,0.0,0.07,0.03,0.02,0.12,2010-01-01
Transformers: War For Cybertron -- Decepticons,DS,Activision,Vicarious Visions,6.500000000000001,,0.12,2010,Action,0.11,0.01,0.0,0.01,0.13,2010-01-01
Cabela'S Dangerous Hunts 2011,DS,Activision,Sproing Interactive Media GMBH,5.34,,0.12,2010,Sports,0.12,0.0,0.0,0.01,0.13,2010-01-01
Life Is Strange,XONE,Square Enix,DONTNOD Entertainment,5.820000000000001,,0.12,2016,Adventure,0.08,0.02,0.0,0.01,0.11,2016-01-01
Rush,PSP,Midway Games,Midway Studios Newcastle,5.2,,0.12,2006,Racing,0.11,0.0,0.0,0.01,0.12,2006-01-01
Solitaire & Mahjong,WII,Crave Entertainment,Crave Entertainment,6.419999999999999,,0.12,2009,Puzzle,0.11,0.0,0.0,0.01,0.12,2009-01-01
Looney Tunes: Sheep Raider,PS,Infogrames,Infogrames,8.0,,0.12,2001,Platform,0.07,0.05,0.0,0.01,0.12,2001-01-01
Backyard Baseball '10,DS,Atari,Atari,6.419999999999999,,0.12,2009,Sports,0.11,0.0,0.0,0.01,0.12,2009-01-01
X2: Wolverine'S Revenge,GC,Activision,GenePool,6.000000000000001,,0.12,2003,Platform,0.09,0.02,0.0,0.0,0.12,2003-01-01
Godzilla Unleashed: Double Smash,DS,Atari,Santa Cruz Games,5.679999999999999,,0.12,2007,Action,0.11,0.0,0.0,0.01,0.12,2007-01-01
Dirt 2,DS,Codemasters,Codemasters,4.74,,0.12,2009,Racing,0.06,0.04,0.0,0.01,0.12,2009-01-01
